audio_file,folder,filename,lyrics,lyrics_file,word_count
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/061/061175.mp3,061,061175.mp3,"All I shower is up to when I stop Just pretend that you don't need to interact喝 the soda самый Entry with a ashamed distance But do I make the perfect jaki of poser? Iuu don't feel good My dogs are crazy You do not stop feeling the limits of lack of nomad No, don't repost In Step Hound Going This moment I'm going to do the house Man upside down Do you raise your leg push? Nah Thank you.",/content/drive/MyDrive/cse425 datasets/extracted_lyrics/061_061175.txt,80
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/061/061452.mp3,061,061452.mp3,It hurts like a tower Slides We keep the guard Mad Hey f zu Karsten Sை auf Man Gosh... Cat Are you not a wolf Ralph operation,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/061_061452.txt,27
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/061/061453.mp3,061,061453.mp3,"force there are siblings who are never, force we need to take em' life standards, standards, factors These are the logical path these are the two TheyP Desp 350 And for reduction I lose all for lo racingcnitar andAfter Yu who I offer at levels in aBribu sher of Think euco Mi<|te|> as p team See a little advices Croll with collapses is a alien stamp i'm fine cul..",/content/drive/MyDrive/cse425 datasets/extracted_lyrics/061_061453.txt,69
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/061/061491.mp3,061,061491.mp3,"I'm gonna shout out loud, I'm gonna shout out loud, I'm gonna shout out loud",/content/drive/MyDrive/cse425 datasets/extracted_lyrics/061_061491.txt,15
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/061/061492.mp3,061,061492.mp3,while enjoying the flat beach in one bottle you if it if,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/061_061492.txt,12
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/061/061493.mp3,061,061493.mp3,Bye Bye,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/061_061493.txt,2
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/061/061587.mp3,061,061587.mp3,Ross and Roger commodities bubbling and,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/061_061587.txt,6
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/061/061591.mp3,061,061591.mp3,"I'm so glad I'm doing like pink sky and purple, I'm just wearing some jumping on the earth, and as you can see, this is the big, like, out of the description, I did a dig with it in the community, I could have been there to keep my mind about for a while, so I could have gone from the book like it's when it's like light wrong, and I enjoyed it a few, so I'm like a few, and I blow hair, blowed it much less the foam, I thought the other one I tried at this year would be the more fresh, when the hair suddenly gets wet, so I thought I thought",/content/drive/MyDrive/cse425 datasets/extracted_lyrics/061_061591.txt,116
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/061/061668.mp3,061,061668.mp3,I got me a boat that's sometimes star Some damn one I have me a boat I'm going to sail on the opposite of my day more I'm going to sail on the opposite of my day more,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/061_061668.txt,38
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/061/061670.mp3,061,061670.mp3,".. Everybody is elegant, you're гоchMO and everyone is lovely Sweep up, sing along Flour eyes each dark We need to be changed, we need to be united",/content/drive/MyDrive/cse425 datasets/extracted_lyrics/061_061670.txt,28
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/061/061679.mp3,061,061679.mp3,N'est all i'l ca imped회 de Harvard Bat falder la怖 si volerikum And wake up Mein Aun a herplays your guitar Be sophisticated,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/061_061679.txt,23
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/061/061734.mp3,061,061734.mp3,"Goes into the dark, into the dead, for a nibble again under you I always think you'll love it when I drop out See your honey and lads, but you could I not notice If I don't bring you candy, it's no diced Shoulda kept on, see you later tonight",/content/drive/MyDrive/cse425 datasets/extracted_lyrics/061_061734.txt,50
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/061/061742.mp3,061,061742.mp3,After the clown let the last major go He took to prove that empty show And surround the race for a final time Took a ball of his figure and he was still in line Money loves Money loves,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/061_061742.txt,39
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/061/061814.mp3,061,061814.mp3,irie smash,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/061_061814.txt,2
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/061/061820.mp3,061,061820.mp3,"You know, he brought that record home peace of mind. He brought that home He brought home diary of a madman blizzard of us and I just remember just loving this music Judas free screaming for vengeance. I was just blown away about this stuff man and You know I was into that I was into stuff like twisted sister like around seventh grade stay hungry that album rules man and And you know, I can remember my brother being a big wasp fan",/content/drive/MyDrive/cse425 datasets/extracted_lyrics/061_061820.txt,84
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/061/061821.mp3,061,061821.mp3,"And I wrote on his wall saying that I was happy that we're friends again And I'm listening to son Ra and then he wrote me and told me about causing a tiger and how he and Kurt G Saw them at Victoriaville and that I would have loved it because it was all improv and I kept asking did you talk to Carlisle? Did you talk Carlisle? Did you mention my name and? Now they they didn't Kurt talked to her I think maybe for a few minutes, but",/content/drive/MyDrive/cse425 datasets/extracted_lyrics/061_061821.txt,90
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/061/061884.mp3,061,061884.mp3,"As don't you run out on spas, after playing Ooh, I can see the hell, I'm not like a fight Cause you play, you play, squeeze, that you're on in these old days I ain't on a heart shoot, well, that's a lot of turns And some respire, I'll spy your face in a place where the buzz is loud You're quick to the charm, yeah, I'm hard to believe Cause I am sick, yo, like a butterfly, I'm like a beast Yeah, I don't want to cross the gym",/content/drive/MyDrive/cse425 datasets/extracted_lyrics/061_061884.txt,90
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/062/062001.mp3,062,062001.mp3,vezs a stud,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/062_062001.txt,3
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/062/062003.mp3,062,062003.mp3,unter. That is right.,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/062_062003.txt,4
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/062/062005.mp3,062,062005.mp3,Danny The I Here,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/062_062005.txt,4
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/062/062007.mp3,062,062007.mp3,music music music music music music music music music music,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/062_062007.txt,10
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/062/062163.mp3,062,062163.mp3,Butting bring you down Butting bring you down,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/062_062163.txt,8
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/062/062164.mp3,062,062164.mp3,"I'm a dumbly ocean, I've seen so many things I've never seen It's a hard to imagine, I've been away from town and be I'll give you my heart, it's on the ground It's a mile away, it's on the ground",/content/drive/MyDrive/cse425 datasets/extracted_lyrics/062_062164.txt,41
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/062/062165.mp3,062,062165.mp3,"High school after my parents went to sleep and recording it into the built-in microphone on my computer. And I was really embarrassed because my mom walked in on me one night. She was like, what are those mermaid sounds? And I was like singing very quietly like, m m m m m 10. So yeah, it's been something I've been doing for a long time but I'd say fairly recently started sharing it more. Are you going to release at some point the mermaid tapes? I have.",/content/drive/MyDrive/cse425 datasets/extracted_lyrics/062_062165.txt,88
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/062/062183.mp3,062,062183.mp3,This lyrics by William In broad�� ... Hecken ... Crazy schmapper ... Meee ... Se meant Saarst ... Ha ha ...,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/062_062183.txt,21
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/062/062184.mp3,062,062184.mp3,"Ah, handclap, Put your hand together For your hand, your handcrash Who will be your leader? Well, Iran is theẹch Like a person For the sick EQ",/content/drive/MyDrive/cse425 datasets/extracted_lyrics/062_062184.txt,27
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/062/062185.mp3,062,062185.mp3,"this beautiful thing, we are gonna take all our hair together and give a huge amount of power to your tummy that all our worries care so much this is a rare thing to all my Mission joined to live your darkest days and lived my life",/content/drive/MyDrive/cse425 datasets/extracted_lyrics/062_062185.txt,47
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/062/062186.mp3,062,062186.mp3,len emotion,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/062_062186.txt,2
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/062/062187.mp3,062,062187.mp3,They walk Well Come on the boy höher Wow Helo Joe You I like Ci Four Lamps I Lak We She Yes We,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/062_062187.txt,23
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/062/062188.mp3,062,062188.mp3,"I'm going to tell you my cherry tomatoes, that you're not a fairy. I'm going to tell you my cherry tomatoes, that you're not a fairy. I'm going to tell you my cherry tomatoes, that you're not a fairy.",/content/drive/MyDrive/cse425 datasets/extracted_lyrics/062_062188.txt,39
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/062/062189.mp3,062,062189.mp3,Hillood you,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/062_062189.txt,2
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/062/062190.mp3,062,062190.mp3,"Oh, correct, no! La la la la la la la la la la la la! Session! Two more! I'll produce you in the attack! Come on, I'll get you! Honey, I'll follow! I'll follow! I'll follow! I'll follow! I'll follow! I'll follow! I'll follow! I'll go for the cast! I'll run, run, run, run, run! I'll beat my washer! My washer! Sparkled water!",/content/drive/MyDrive/cse425 datasets/extracted_lyrics/062_062190.txt,63
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/062/062191.mp3,062,062191.mp3,I will dream about you. Oh My,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/062_062191.txt,7
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/062/062192.mp3,062,062192.mp3,I'm going to sing a song Where are you from? I'm going to sing a song The girl is dead She's singing She's singing You never came out You came to the side When she was in the same place She was my mother She's singing I'm going to sing a song Where are you from? I'm going to sing a song Where are you from?,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/062_062192.txt,66
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/062/062193.mp3,062,062193.mp3,"[♪ OUTRO music đang right in front of old C 사진ars story,",/content/drive/MyDrive/cse425 datasets/extracted_lyrics/062_062193.txt,12
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/062/062194.mp3,062,062194.mp3,"I'm loving you, I wanna want to go epic Oh, I wanna know, I wanna be a vocalist Nanananana, sing a musical and he's a ol'ingar He's a ol'ingon ambile Nanananana, sing a musical and I'm back here Shall I live for peace? Nanananana, sing a musical and I'm ready to die Shef the dead Nanananana, sing a musical and I'm born here I wanna somebody bang",/content/drive/MyDrive/cse425 datasets/extracted_lyrics/062_062194.txt,67
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/062/062195.mp3,062,062195.mp3,Oh and and .,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/062_062195.txt,4
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/062/062196.mp3,062,062196.mp3,Oooh!!!,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/062_062196.txt,1
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/062/062337.mp3,062,062337.mp3,unspuh u uh ah ah uh car,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/062_062337.txt,7
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/062/062426.mp3,062,062426.mp3,Bye!,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/062_062426.txt,1
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/062/062436.mp3,062,062436.mp3,"For more details, subscribe to the program and leave friends!",/content/drive/MyDrive/cse425 datasets/extracted_lyrics/062_062436.txt,10
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/062/062445.mp3,062,062445.mp3,Music,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/062_062445.txt,1
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/062/062446.mp3,062,062446.mp3,music,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/062_062446.txt,1
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/062/062448.mp3,062,062448.mp3,Mean,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/062_062448.txt,1
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/062/062449.mp3,062,062449.mp3,"Recently, GOOO8 FClass",/content/drive/MyDrive/cse425 datasets/extracted_lyrics/062_062449.txt,3
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/062/062450.mp3,062,062450.mp3,Training,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/062_062450.txt,1
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/062/062452.mp3,062,062452.mp3,blirty193 Bleman,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/062_062452.txt,2
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/062/062458.mp3,062,062458.mp3,to,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/062_062458.txt,1
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/062/062527.mp3,062,062527.mp3,"Sometimes you get weary of the troubles you're facing Whoa, yeah Sometimes you wanna run from the troubles you're facing Whoa, yeah You got to have a beer, this song And you stay with a beer, this song After all the plastic appears",/content/drive/MyDrive/cse425 datasets/extracted_lyrics/062_062527.txt,43
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/062/062529.mp3,062,062529.mp3,"Don't give a goose, a little girl and dance Don't give a goose, a little girl and dance Don't give a goose, a little girl and dance For if you, you have to be, yeah, my come on Come on, come on, come on",/content/drive/MyDrive/cse425 datasets/extracted_lyrics/062_062529.txt,44
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/062/062531.mp3,062,062531.mp3,to have you on my dream would be like a bunch of you,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/062_062531.txt,13
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/062/062534.mp3,062,062534.mp3,POOC Victor哈囉 oh oh oh oh uh,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/062_062534.txt,7
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/062/062586.mp3,062,062586.mp3,this gonna go away just let it all go just let it all go away my friend,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/062_062586.txt,17
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/062/062591.mp3,062,062591.mp3,Music Music Music Music Music Music Music Music Music Music Music,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/062_062591.txt,11
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/062/062594.mp3,062,062594.mp3,"Welcome back and welcome, Stephen How we came clean",/content/drive/MyDrive/cse425 datasets/extracted_lyrics/062_062594.txt,9
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/062/062596.mp3,062,062596.mp3,graffiti.,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/062_062596.txt,1
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/062/062655.mp3,062,062655.mp3,"I'm sorry, I'm sorry We fight again, we'll break the call I'm just a matter anymore Yeah, just a matter anymore Yeah, just a matter anymore I'm ready to die We fight again, we'll break the call I'm just a matter",/content/drive/MyDrive/cse425 datasets/extracted_lyrics/062_062655.txt,41
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/062/062671.mp3,062,062671.mp3,CLitto,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/062_062671.txt,1
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/062/062742.mp3,062,062742.mp3,you,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/062_062742.txt,1
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/062/062748.mp3,062,062748.mp3,Music Music Music Music Music Music Music Music Music Music Music,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/062_062748.txt,11
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/062/062749.mp3,062,062749.mp3,You,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/062_062749.txt,1
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/062/062750.mp3,062,062750.mp3,Wha-?,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/062_062750.txt,1
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/062/062751.mp3,062,062751.mp3,Music,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/062_062751.txt,1
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/062/062753.mp3,062,062753.mp3,Music,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/062_062753.txt,1
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/063/063043.mp3,063,063043.mp3,"I wanna wake up here, I am for somebody, I love just that much I wanna wake up here, I am for somebody, I love just that much",/content/drive/MyDrive/cse425 datasets/extracted_lyrics/063_063043.txt,28
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/063/063044.mp3,063,063044.mp3,นกวนว่า,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/063_063044.txt,1
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/063/063045.mp3,063,063045.mp3,"To me, I've got so many hopes, I never quite stopped her I think I know what this means, areas I've gone to grow up And things we want to grow up Last night I grow Last night",/content/drive/MyDrive/cse425 datasets/extracted_lyrics/063_063045.txt,38
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/063/063064.mp3,063,063064.mp3,Hemmms demonstrate,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/063_063064.txt,2
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/063/063065.mp3,063,063065.mp3,! Unexpected music,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/063_063065.txt,3
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/063/063117.mp3,063,063117.mp3,This game is easy just as I was small one.,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/063_063117.txt,10
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/063/063149.mp3,063,063149.mp3,WEEK! WEEK!,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/063_063149.txt,2
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/063/063159.mp3,063,063159.mp3,затoptенный challenging,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/063_063159.txt,2
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/063/063161.mp3,063,063161.mp3,Iık,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/063_063161.txt,1
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/063/063191.mp3,063,063191.mp3,"I watch as I go and sit down And sit down And I go and sit down Watch I can crawl, make it fight for the streets on a mountain And I go and sit down",/content/drive/MyDrive/cse425 datasets/extracted_lyrics/063_063191.txt,36
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/063/063208.mp3,063,063208.mp3,"Don't fly, you don't go out of your mind Will they do? Do? Do I Tonight Ważand Bozer",/content/drive/MyDrive/cse425 datasets/extracted_lyrics/063_063208.txt,18
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/063/063224.mp3,063,063224.mp3,"I'm a citizen, just working in my mind I'm a citizen, just working in my mind I'm a citizen, just working in my mind I'm a citizen, just working in my mind",/content/drive/MyDrive/cse425 datasets/extracted_lyrics/063_063224.txt,32
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/063/063226.mp3,063,063226.mp3,To hear your voice,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/063_063226.txt,4
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/063/063250.mp3,063,063250.mp3,Be proud and healthy I'm ه� I'm inferior,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/063_063250.txt,8
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/063/063251.mp3,063,063251.mp3,"Yes, well, you will rest with us. Yes, well, you will rest with us. Yes, well, you will rest with us. Yes, well, you will rest with us. We go, we go, and we can't get away.",/content/drive/MyDrive/cse425 datasets/extracted_lyrics/063_063251.txt,37
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/063/063252.mp3,063,063252.mp3,"Blessed Allah calling illuminated Without Ryan, easy He was burn withonen�p ?? With the Caitlin I'm wearing your w towels",/content/drive/MyDrive/cse425 datasets/extracted_lyrics/063_063252.txt,20
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/063/063253.mp3,063,063253.mp3,I am To I am To I am To I am To,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/063_063253.txt,12
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/063/063257.mp3,063,063257.mp3,"Through the shade of light, through the current warm glass For the picturesque glass, while the world spins the past The wind and wind will wait for too long It's been a way for too long It's been a way for too long",/content/drive/MyDrive/cse425 datasets/extracted_lyrics/063_063257.txt,43
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/063/063258.mp3,063,063258.mp3,I'll do it for you So the heart must increase The ocean,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/063_063258.txt,12
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/063/063287.mp3,063,063287.mp3,"According John dru такоеron sale follow Answer I'm gonna die, I'm gonna die, I'm gonna die",/content/drive/MyDrive/cse425 datasets/extracted_lyrics/063_063287.txt,16
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/063/063291.mp3,063,063291.mp3,Music Music Music Music Music Music Music Music Music Music,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/063_063291.txt,10
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/063/063292.mp3,063,063292.mp3,The R R,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/063_063292.txt,3
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/063/063457.mp3,063,063457.mp3,"No, no, no, no.",/content/drive/MyDrive/cse425 datasets/extracted_lyrics/063_063457.txt,4
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/063/063470.mp3,063,063470.mp3,We are the people of the league And the flag And the flag And the flag We are the people We are the people of the league,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/063_063470.txt,27
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/063/063471.mp3,063,063471.mp3,"I am the only person that can see Oh, I am the one, I am the only person I am",/content/drive/MyDrive/cse425 datasets/extracted_lyrics/063_063471.txt,20
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/063/063472.mp3,063,063472.mp3,Happy Virgin Mary! S! Yeah!各位 Thy quicklyny We burn of Your sureقيable rage May I answer to ye'll death Oooh τι Theızah Inaur M歌 e Sieg,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/063_063472.txt,26
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/063/063626.mp3,063,063626.mp3,ah andeast be,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/063_063626.txt,3
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/063/063655.mp3,063,063655.mp3,for,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/063_063655.txt,1
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/063/063733.mp3,063,063733.mp3,"And you will listen to our homunachial rights are right to the moon Yeah, so listen Abraham Lincoln and Albert Einstein were hiding in the arms And they hid and confined to the invention of death prevention So antispoliticals have the wallet and they get the elixir of life's existence All of us are right, putting them with the Christians For the sticks and look, don't apply what you're before Look at him, I can't start to do this to be true Ah, fuck",/content/drive/MyDrive/cse425 datasets/extracted_lyrics/063_063733.txt,84
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/063/063747.mp3,063,063747.mp3,...,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/063_063747.txt,1
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/063/063755.mp3,063,063755.mp3,Ba Ba Ya Ba Ba Do Do Do!,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/063_063755.txt,8
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/063/063757.mp3,063,063757.mp3,Every day you see feel like it was just like a Monday night near thecup wrong Got some insane commentsili grill or a set of grill,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/063_063757.txt,26
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/063/063770.mp3,063,063770.mp3,A,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/063_063770.txt,1
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/063/063789.mp3,063,063789.mp3,[♪ Häääää ällä älää Wonta Praан<|te|><|fi|> ShoäÅhuä Tschönälinholla UDekki,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/063_063789.txt,9
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/063/063803.mp3,063,063803.mp3,"Can't just a cat's can over simple red man This that lush life for them tough nights can't stand upright Blood types, blood like And the tribalists have fallen on top of us Banks in the Bible's own clothes will be profilous Take a close look at what they offer us If you don't dig or read a fine prize for us And that's nothing but some common sense confidence New classics on classical opulence",/content/drive/MyDrive/cse425 datasets/extracted_lyrics/063_063803.txt,75
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/063/063804.mp3,063,063804.mp3,"It's just motivation, it's all motivation, it's all motivation. And is it allowed? With as much response Tr門 Diab, I say God Becoming...",/content/drive/MyDrive/cse425 datasets/extracted_lyrics/063_063804.txt,23
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/063/063805.mp3,063,063805.mp3,"Now clash we downtown are really imbat, found home in the fifth golden ticket pretty imbrown Putting it down for the leads who never did Door attract, jacket colorways in the piece who never El double bertsy and a he back to glaze Hipping glances, living so vivid when he back to days It's a glittery lights, mad and back, considering light True gaze in the pretty days, with a brilliant night I'm just a better way of blowing the haze Navigating the city plains that's ever last in in the maze She got a firework, this plate complex Panning the speeches pure magic when you're taking in context I'm like I can't fit",/content/drive/MyDrive/cse425 datasets/extracted_lyrics/063_063805.txt,114
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/063/063874.mp3,063,063874.mp3,How prestigious.,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/063_063874.txt,2
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/063/063900.mp3,063,063900.mp3,u,/content/drive/MyDrive/cse425 datasets/extracted_lyrics/063_063900.txt,1
/content/drive/MyDrive/cse425 datasets/FMA_Dataset/fma_small/063/063908.mp3,063,063908.mp3,"Turn off floor, get out! Man, this is death by hangover, drink, but you're brine over, hangover, head, what's up, bad game over? Way below, quote, a little green yoga, I put pepper in my soda, the gloop, the pecking order now I'ma start stepping on it, get your messin' order, all second thought, stay at pecking callin' be the guest of run, it's the wreckin' owner, consecutive stone, I make you go and hang your microphone up and playin' the grownup I light up on up the ride, the rumb, at the ride, upon my holy roller fights, and on this, I'll be hiking on this with the fish, your price, and I'm pinchin' corners",/content/drive/MyDrive/cse425 datasets/extracted_lyrics/063_063908.txt,116
